step,x,weight
0,3.755077,0.002000
0,3.755077,0.002000
0,4.180596,0.002000
0,4.180596,0.002000
0,5.250291,0.002000
0,6.511147,0.002000
0,-0.477484,0.002000
0,-0.477484,0.002000
0,0.371996,0.002000
0,0.371996,0.002000
0,0.371996,0.002000
0,0.371996,0.002000
0,4.072684,0.002000
0,4.072684,0.002000
0,2.427733,0.002000
0,2.427733,0.002000
0,2.427733,0.002000
0,2.427733,0.002000
0,3.462742,0.002000
0,3.462742,0.002000
0,0.578316,0.002000
0,0.578316,0.002000
0,0.578316,0.002000
0,0.578316,0.002000
0,3.536997,0.002000
0,3.536997,0.002000
0,0.885812,0.002000
0,0.885812,0.002000
0,0.885812,0.002000
0,0.885812,0.002000
0,-0.944774,0.002000
0,-0.944774,0.002000
0,3.593902,0.002000
0,3.593902,0.002000
0,2.913534,0.002000
0,2.913534,0.002000
0,2.913534,0.002000
0,2.913534,0.002000
0,5.531661,0.002000
0,1.905713,0.002000
0,1.905713,0.002000
0,1.905713,0.002000
0,1.905713,0.002000
0,4.529825,0.002000
0,0.312682,0.002000
0,0.312682,0.002000
0,0.312682,0.002000
0,-1.319080,0.002000
0,-1.319080,0.002000
0,-0.706370,0.002000
0,2.497847,0.002000
0,2.497847,0.002000
0,2.497847,0.002000
0,2.497847,0.002000
0,2.612914,0.002000
0,2.612914,0.002000
0,2.612914,0.002000
0,2.612914,0.002000
0,-0.410558,0.002000
0,-0.410558,0.002000
0,-2.475432,0.002000
0,2.769893,0.002000
0,2.769893,0.002000
0,2.769893,0.002000
0,2.769893,0.002000
0,-0.655737,0.002000
0,-0.655737,0.002000
0,-0.102001,0.002000
0,-0.102001,0.002000
0,4.390618,0.002000
0,4.390618,0.002000
0,0.802862,0.002000
0,0.802862,0.002000
0,0.802862,0.002000
0,-2.844802,0.002000
0,-1.663337,0.002000
0,-0.349698,0.002000
0,-0.349698,0.002000
0,2.806345,0.002000
0,2.806345,0.002000
0,2.806345,0.002000
0,-2.027404,0.002000
0,4.725513,0.002000
0,4.725513,0.002000
0,3.785959,0.002000
0,3.785959,0.002000
0,-1.072306,0.002000
0,1.613781,0.002000
0,1.613781,0.002000
0,1.613781,0.002000
0,1.613781,0.002000
0,-3.734963,0.002000
0,3.809768,0.002000
0,3.809768,0.002000
0,5.067917,0.002000
0,-1.574693,0.002000
0,-0.897356,0.002000
0,-0.897356,0.002000
0,5.859932,0.002000
0,3.293609,0.002000
0,3.293609,0.002000
0,3.293609,0.002000
0,4.770656,0.002000
0,-2.410752,0.002000
0,4.180792,0.002000
0,4.180792,0.002000
0,4.702194,0.002000
0,-3.455567,0.002000
0,3.636528,0.002000
0,3.636528,0.002000
0,1.448551,0.002000
0,1.448551,0.002000
0,1.448551,0.002000
0,1.448551,0.002000
0,3.479557,0.002000
0,3.479557,0.002000
0,3.479557,0.002000
0,1.817733,0.002000
0,1.817733,0.002000
0,1.817733,0.002000
0,1.817733,0.002000
0,-1.846874,0.002000
0,5.191733,0.002000
0,1.429282,0.002000
0,1.429282,0.002000
0,1.429282,0.002000
0,1.429282,0.002000
0,-1.917283,0.002000
0,2.429163,0.002000
0,2.429163,0.002000
0,2.429163,0.002000
0,2.429163,0.002000
0,3.538542,0.002000
0,3.538542,0.002000
0,3.538542,0.002000
0,4.744190,0.002000
0,3.253825,0.002000
0,3.253825,0.002000
0,3.253825,0.002000
0,-1.980188,0.002000
0,1.202985,0.002000
0,1.202985,0.002000
0,1.202985,0.002000
0,1.202985,0.002000
0,1.766601,0.002000
0,1.766601,0.002000
0,1.766601,0.002000
0,1.766601,0.002000
0,3.050386,0.002000
0,3.050386,0.002000
0,3.050386,0.002000
0,3.050386,0.002000
0,4.802172,0.002000
0,2.551963,0.002000
0,2.551963,0.002000
0,2.551963,0.002000
0,6.118163,0.002000
0,-0.601659,0.002000
0,-0.601659,0.002000
0,7.011032,0.002000
0,3.700052,0.002000
0,3.700052,0.002000
0,3.700052,0.002000
0,4.234166,0.002000
0,4.234166,0.002000
0,2.317860,0.002000
0,2.317860,0.002000
0,2.317860,0.002000
0,2.317860,0.002000
0,-0.580679,0.002000
0,-0.580679,0.002000
0,1.359106,0.002000
0,1.359106,0.002000
0,1.359106,0.002000
0,1.359106,0.002000
0,1.484807,0.002000
0,1.484807,0.002000
0,1.484807,0.002000
0,1.484807,0.002000
0,2.266397,0.002000
0,2.266397,0.002000
0,2.266397,0.002000
0,2.266397,0.002000
0,-0.895383,0.002000
0,-0.895383,0.002000
0,3.859369,0.002000
0,3.859369,0.002000
0,-0.341863,0.002000
0,-0.341863,0.002000
0,-4.032063,0.002000
0,4.990901,0.002000
0,4.334042,0.002000
0,4.334042,0.002000
0,0.568672,0.002000
0,0.568672,0.002000
0,0.568672,0.002000
0,5.751301,0.002000
0,-0.798384,0.002000
0,5.892163,0.002000
0,1.186620,0.002000
0,1.186620,0.002000
0,1.186620,0.002000
0,1.186620,0.002000
0,-0.145299,0.002000
0,-0.145299,0.002000
0,-1.217194,0.002000
0,-1.217194,0.002000
0,3.522562,0.002000
0,3.522562,0.002000
0,3.335918,0.002000
0,3.335918,0.002000
0,3.335918,0.002000
0,-1.745123,0.002000
0,3.219966,0.002000
0,3.219966,0.002000
0,3.219966,0.002000
0,-2.339251,0.002000
0,4.055190,0.002000
0,4.055190,0.002000
0,4.981352,0.002000
0,7.365838,0.002000
0,4.663742,0.002000
0,1.664803,0.002000
0,1.664803,0.002000
0,1.664803,0.002000
0,1.664803,0.002000
0,4.826519,0.002000
0,4.826519,0.002000
0,-0.513091,0.002000
0,-0.513091,0.002000
0,-0.183310,0.002000
0,-0.183310,0.002000
0,-3.727143,0.002000
0,3.362359,0.002000
0,3.362359,0.002000
0,3.362359,0.002000
0,5.751478,0.002000
0,2.157718,0.002000
0,2.157718,0.002000
0,2.157718,0.002000
0,2.157718,0.002000
0,-1.892967,0.002000
0,1.965263,0.002000
0,1.965263,0.002000
0,1.965263,0.002000
0,-4.170846,0.002000
0,0.610964,0.002000
0,0.610964,0.002000
0,0.610964,0.002000
0,-1.617033,0.002000
0,-0.734364,0.002000
0,-0.734364,0.002000
0,1.591542,0.002000
0,1.591542,0.002000
0,1.591542,0.002000
0,1.591542,0.002000
0,4.445177,0.002000
0,1.052082,0.002000
0,1.052082,0.002000
0,1.052082,0.002000
0,1.052082,0.002000
0,5.948279,0.002000
0,1.249288,0.002000
0,1.249288,0.002000
0,1.249288,0.002000
0,1.249288,0.002000
0,3.888547,0.002000
0,3.888547,0.002000
0,2.644462,0.002000
0,2.644462,0.002000
0,2.644462,0.002000
0,2.644462,0.002000
0,5.867181,0.002000
0,2.628628,0.002000
0,2.628628,0.002000
0,2.628628,0.002000
0,2.628628,0.002000
0,-0.679509,0.002000
0,-0.679509,0.002000
0,1.929029,0.002000
0,1.929029,0.002000
0,1.929029,0.002000
0,1.929029,0.002000
0,2.710562,0.002000
0,2.710562,0.002000
0,2.710562,0.002000
0,5.324189,0.002000
0,0.577219,0.002000
0,0.577219,0.002000
0,0.577219,0.002000
0,0.577219,0.002000
0,3.127884,0.002000
0,3.127884,0.002000
0,3.127884,0.002000
0,2.787528,0.002000
0,2.787528,0.002000
0,2.787528,0.002000
0,2.787528,0.002000
0,2.296577,0.002000
0,2.296577,0.002000
0,2.296577,0.002000
0,-1.526008,0.002000
0,-0.872310,0.002000
0,-0.872310,0.002000
0,2.210244,0.002000
0,2.210244,0.002000
0,2.210244,0.002000
0,2.210244,0.002000
0,-1.584817,0.002000
0,4.260478,0.002000
0,4.260478,0.002000
0,3.780362,0.002000
0,3.780362,0.002000
0,-0.432345,0.002000
0,-0.432345,0.002000
0,7.781882,0.002000
0,4.035750,0.002000
0,4.035750,0.002000
0,3.151769,0.002000
0,3.151769,0.002000
0,3.151769,0.002000
0,1.295195,0.002000
0,1.295195,0.002000
0,1.295195,0.002000
0,1.295195,0.002000
0,2.501067,0.002000
0,2.501067,0.002000
0,2.501067,0.002000
0,2.501067,0.002000
0,-0.781247,0.002000
0,-0.781247,0.002000
0,5.966412,0.002000
0,-1.537253,0.002000
0,5.393742,0.002000
0,5.254689,0.002000
0,1.636422,0.002000
0,1.636422,0.002000
0,1.636422,0.002000
0,1.636422,0.002000
0,1.998620,0.002000
0,1.998620,0.002000
0,1.998620,0.002000
0,1.998620,0.002000
0,1.891883,0.002000
0,1.891883,0.002000
0,1.891883,0.002000
0,1.891883,0.002000
0,-0.752583,0.002000
0,-0.752583,0.002000
0,1.960905,0.002000
0,1.960905,0.002000
0,1.960905,0.002000
0,1.960905,0.002000
0,2.285501,0.002000
0,2.285501,0.002000
0,2.285501,0.002000
0,2.285501,0.002000
0,5.836432,0.002000
0,-0.951281,0.002000
0,2.352857,0.002000
0,2.352857,0.002000
0,2.352857,0.002000
0,2.352857,0.002000
0,2.581159,0.002000
0,2.581159,0.002000
0,2.581159,0.002000
0,2.581159,0.002000
0,3.953851,0.002000
0,3.953851,0.002000
0,4.009095,0.002000
0,4.009095,0.002000
0,-0.429146,0.002000
0,-0.429146,0.002000
0,-1.379795,0.002000
0,-1.379795,0.002000
0,3.048482,0.002000
0,3.048482,0.002000
0,3.048482,0.002000
0,-0.944362,0.002000
0,-0.944362,0.002000
0,2.853691,0.002000
0,2.853691,0.002000
0,2.853691,0.002000
1,0.174423,0.004961
1,0.526450,0.004827
1,7.072066,0.000010
1,2.920435,0.001762
1,3.629731,0.000992
1,3.528401,0.001086
1,3.216219,0.001408
1,3.137933,0.001497
1,3.826249,0.000828
1,1.456994,0.003868
1,-0.084960,0.004963
1,-0.767518,0.004584
1,2.312894,0.002606
1,-0.612963,0.004715
1,0.668703,0.004732
1,2.637886,0.002138
1,2.978170,0.001689
1,4.668722,0.000341
1,4.098659,0.000634
1,3.978954,0.000714
1,3.009586,0.001650
1,3.985617,0.000710
1,-0.195431,0.004938
1,0.756134,0.004663
1,1.364443,0.003992
1,7.120600,0.000009
1,0.587311,0.004789
1,1.853453,0.003295
1,3.769877,0.000873
1,6.134303,0.000048
1,4.686864,0.000334
1,5.424052,0.000133
1,5.542932,0.000113
1,6.874457,0.000014
1,3.183576,0.001445
1,4.181956,0.000582
1,3.294384,0.001322
1,4.728337,0.000318
1,1.682522,0.003548
1,0.561193,0.004806
1,0.635181,0.004756
1,0.049423,0.004972
1,3.122833,0.001515
1,2.901346,0.001786
1,4.028931,0.000680
1,3.438462,0.001173
1,2.836326,0.001870
1,0.950773,0.004482
1,2.134650,0.002872
1,4.074632,0.000649
1,-0.382444,0.004863
1,5.941270,0.000064
1,0.391461,0.004896
1,-0.036172,0.004969
1,0.899192,0.004533
1,-0.213680,0.004933
1,4.084312,0.000643
1,5.117600,0.000198
1,2.744100,0.001992
1,3.906535,0.000767
1,5.795283,0.000079
1,1.379039,0.003973
1,7.656516,0.000004
1,2.360281,0.002536
1,3.698420,0.000933
1,2.305764,0.002616
1,-0.189617,0.004940
1,6.666297,0.000021
1,5.049675,0.000216
1,0.981281,0.004450
1,1.290648,0.004088
1,0.296432,0.004931
1,3.252487,0.001368
1,4.585909,0.000375
1,2.000398,0.003074
1,3.233789,0.001389
1,2.789474,0.001932
1,1.512597,0.003791
1,2.187844,0.002792
1,0.860571,0.004570
1,4.783240,0.000298
1,5.414424,0.000134
1,3.423980,0.001187
1,3.721526,0.000913
1,2.925202,0.001756
1,5.578521,0.000107
1,1.586025,0.003687
1,2.642421,0.002131
1,0.680630,0.004723
1,3.950465,0.000735
1,3.555273,0.001060
1,4.499171,0.000414
1,1.382886,0.003968
1,-1.307265,0.003964
1,3.443525,0.001168
1,2.352220,0.002548
1,4.104973,0.000630
1,3.871223,0.000793
1,0.167619,0.004962
1,1.284850,0.004096
1,-0.179397,0.004943
1,3.791633,0.000855
1,1.664125,0.003575
1,2.846093,0.001857
1,2.935895,0.001742
1,1.508277,0.003797
1,1.611788,0.003650
1,2.281663,0.002652
1,2.839272,0.001866
1,1.934607,0.003173
1,2.562777,0.002243
1,4.049824,0.000666
1,1.615693,0.003645
1,0.243762,0.004946
1,0.183440,0.004959
1,5.674899,0.000094
1,4.018338,0.000687
1,5.189015,0.000181
1,4.690605,0.000333
1,4.748701,0.000311
1,5.586014,0.000106
1,5.968453,0.000061
1,7.354661,0.000006
1,0.488680,0.004848
1,-1.324057,0.003942
1,2.554835,0.002254
1,2.274529,0.002663
1,0.953032,0.004479
1,1.629288,0.003625
1,4.252594,0.000541
1,3.301840,0.001314
1,3.047954,0.001604
1,5.272308,0.000162
1,2.923309,0.001758
1,4.654462,0.000347
1,5.269108,0.000163
1,6.175686,0.000045
1,1.479603,0.003836
1,1.606521,0.003658
1,0.137876,0.004966
1,1.182475,0.004223
1,4.592999,0.000372
1,5.021418,0.000223
1,4.036308,0.000675
1,3.022902,0.001634
1,2.036938,0.003019
1,1.581092,0.003694
1,0.056724,0.004972
1,-1.058436,0.004277
1,5.106048,0.000201
1,5.250156,0.000167
1,2.834396,0.001872
1,4.025850,0.000682
1,5.852739,0.000073
1,3.784527,0.000861
1,6.680468,0.000020
1,2.265960,0.002675
1,2.480855,0.002360
1,2.649570,0.002122
1,2.525459,0.002296
1,8.612753,0.000001
1,1.671036,0.003565
1,3.405581,0.001206
1,1.080709,0.004342
1,-0.329660,0.004888
1,0.098698,0.004970
1,0.253851,0.004944
1,2.404374,0.002471
1,3.331675,0.001283
1,4.343481,0.000491
1,3.797627,0.000851
1,2.583224,0.002214
1,3.416468,0.001195
1,4.439986,0.000442
1,4.611402,0.000365
1,2.039373,0.003016
1,0.691007,0.004715
1,-1.532139,0.003652
1,5.703478,0.000090
1,2.680709,0.002079
1,5.897604,0.000068
1,2.114326,0.002903
1,1.553529,0.003733
1,0.374634,0.004903
1,2.075466,0.002961
1,1.746903,0.003453
1,4.839294,0.000279
1,5.087017,0.000206
1,3.593713,0.001025
1,1.669024,0.003567
1,2.747909,0.001987
1,0.270030,0.004939
1,-0.678801,0.004662
1,1.279407,0.004103
1,-0.040536,0.004968
1,2.723139,0.002021
1,2.319338,0.002596
1,5.411900,0.000135
1,-2.134524,0.002755
1,6.316517,0.000036
1,5.744801,0.000085
1,4.229145,0.000554
1,5.713111,0.000089
1,-0.644013,0.004690
1,3.362670,0.001250
1,2.724162,0.002019
1,2.654863,0.002114
1,2.312715,0.002606
1,-1.986878,0.002977
1,5.166699,0.000186
1,4.490872,0.000418
1,6.806827,0.000016
1,-0.535577,0.004771
1,-0.388409,0.004860
1,-0.566387,0.004750
1,7.890602,0.000002
1,3.589459,0.001029
1,2.279890,0.002655
1,4.531969,0.000399
1,7.662458,0.000003
1,-1.889094,0.003124
1,6.134997,0.000048
1,5.233586,0.000171
1,3.240719,0.001381
1,-1.776452,0.003293
1,6.599181,0.000023
1,6.487335,0.000028
1,3.063085,0.001586
1,2.980198,0.001687
1,4.207663,0.000567
1,2.278075,0.002657
1,4.751448,0.000310
1,5.103437,0.000202
1,5.638146,0.000099
1,3.213147,0.001412
1,2.323237,0.002590
1,4.937578,0.000248
1,3.221427,0.001402
1,-1.071344,0.004262
1,6.867597,0.000015
1,2.010668,0.003059
1,3.597186,0.001022
1,2.772827,0.001954
1,3.322523,0.001292
1,-1.788401,0.003275
1,3.795425,0.000852
1,3.396195,0.001216
1,2.237007,0.002719
1,3.444729,0.001167
1,3.499663,0.001113
1,5.709683,0.000089
1,2.713717,0.002034
1,6.215788,0.000042
1,4.374173,0.000475
1,4.246684,0.000544
1,6.000867,0.000058
1,-1.229023,0.004067
1,4.774780,0.000301
1,0.671999,0.004730
1,2.594588,0.002198
1,1.820964,0.003344
1,2.822186,0.001888
1,4.336720,0.000494
1,3.019545,0.001638
1,4.405944,0.000459
1,4.097145,0.000635
1,3.716378,0.000917
1,3.797540,0.000851
1,4.854838,0.000274
1,5.276999,0.000161
1,3.267043,0.001352
1,3.120368,0.001518
1,4.484924,0.000420
1,9.237488,0.000000
1,-1.009834,0.004333
1,0.814737,0.004612
1,7.828215,0.000003
1,5.502118,0.000119
1,4.716182,0.000323
1,4.845014,0.000277
1,5.678393,0.000093
1,4.555558,0.000388
1,4.886012,0.000264
1,4.714589,0.000324
1,3.521974,0.001092
1,4.794748,0.000294
1,0.580623,0.004793
1,0.341173,0.004916
1,3.985638,0.000710
1,0.788862,0.004635
1,2.134097,0.002873
1,3.180285,0.001449
1,2.935951,0.001742
1,1.544408,0.003746
1,0.916142,0.004517
1,3.755686,0.000885
1,4.273334,0.000529
1,4.951099,0.000244
1,2.598681,0.002192
1,3.596115,0.001023
1,-0.027545,0.004970
1,0.064389,0.004972
1,5.362275,0.000144
1,4.769258,0.000303
1,1.087764,0.004334
1,0.702817,0.004706
1,-2.998539,0.001569
1,5.706452,0.000090
1,3.730884,0.000905
1,7.440302,0.000005
1,1.513599,0.003789
1,2.595528,0.002197
1,0.834444,0.004594
1,7.173744,0.000009
1,0.430957,0.004878
1,7.750906,0.000003
1,1.173104,0.004234
1,2.500443,0.002332
1,1.273305,0.004110
1,2.089528,0.002940
1,0.659573,0.004739
1,0.378937,0.004901
1,0.372601,0.004904
1,-2.258175,0.002571
1,4.715880,0.000323
1,5.241559,0.000169
1,4.981802,0.000235
1,3.524264,0.001089
1,6.700636,0.000019
1,0.074535,0.004972
1,3.894699,0.000776
1,2.777045,0.001948
1,6.860221,0.000015
1,-0.903668,0.004449
1,6.282414,0.000038
1,4.432860,0.000445
1,6.361582,0.000034
1,8.360485,0.000001
1,5.502368,0.000119
1,2.499920,0.002333
1,0.954636,0.004478
1,2.998712,0.001664
1,4.123778,0.000618
1,5.041120,0.000218
1,5.649122,0.000097
1,1.482740,0.003832
1,0.973749,0.004458
1,0.391560,0.004896
1,2.602766,0.002187
1,-1.116809,0.004207
1,4.360168,0.000482
1,5.816522,0.000077
1,5.894439,0.000068
1,5.098084,0.000203
1,3.564500,0.001052
1,1.547237,0.003742
1,1.390970,0.003957
1,1.928037,0.003183
1,-0.406314,0.004850
1,0.024836,0.004972
1,1.959394,0.003136
1,3.463973,0.001148
1,-5.424563,0.000119
1,1.077650,0.004345
1,0.644917,0.004749
1,1.533631,0.003761
1,-0.376014,0.004866
1,0.546320,0.004815
1,-0.124431,0.004956
1,3.351867,0.001261
1,2.551347,0.002259
1,2.154552,0.002842
1,2.360943,0.002535
1,7.222702,0.000008
1,2.694778,0.002059
1,1.722614,0.003489
1,2.120182,0.002894
1,3.142566,0.001492
1,7.295891,0.000007
1,3.473503,0.001138
1,0.673335,0.004729
1,2.676223,0.002085
1,4.228515,0.000554
1,5.603691,0.000104
1,3.984586,0.000710
1,5.042034,0.000218
1,3.896215,0.000774
1,3.833764,0.000822
1,1.866519,0.003276
1,7.567229,0.000004
1,3.928081,0.000751
1,3.246743,0.001374
1,4.639892,0.000353
1,6.018522,0.000057
1,1.286080,0.004094
1,2.001545,0.003073
1,2.901770,0.001785
1,2.435787,0.002425
1,3.804390,0.000845
1,1.776233,0.003410
1,4.020693,0.000685
1,2.528626,0.002292
1,3.181096,0.001448
1,7.074969,0.000010
1,-0.028297,0.004969
1,0.494387,0.004845
1,2.605543,0.002183
1,3.600034,0.001019
1,4.279896,0.000525
1,6.592701,0.000023
1,6.031001,0.000056
1,4.610279,0.000365
1,5.424724,0.000132
1,4.459830,0.000432
1,4.337831,0.000494
1,3.755834,0.000884
1,4.667507,0.000342
1,2.522134,0.002301
1,0.360363,0.004909
1,-0.033046,0.004969
1,1.721373,0.003491
1,4.089223,0.000640
1,2.454707,0.002398
1,2.847567,0.001855
1,4.571356,0.000382
1,0.119604,0.004968
1,5.456038,0.000127
1,4.668500,0.000341
1,6.690929,0.000020
1,4.935769,0.000248
1,1.659177,0.003582
1,0.744774,0.004672
1,8.352251,0.000001
1,3.255193,0.001365
1,5.112496,0.000199
1,5.498654,0.000120
1,5.687158,0.000092
1,5.432632,0.000131
1,0.049669,0.004972
1,1.634194,0.003618
1,4.137308,0.000609
1,2.358120,0.002539
1,3.135130,0.001501
1,3.242876,0.001378
1,2.996512,0.001666
1,4.335000,0.000495
1,-1.613704,0.003534
1,-0.439161,0.004832
1,6.574417,0.000024
1,-2.139101,0.002748
1,6.233860,0.000041
1,6.945585,0.000013
1,2.641965,0.002132
1,4.016816,0.000688
1,1.496746,0.003813
1,2.875130,0.001820
1,2.722047,0.002022
1,3.540042,0.001075
1,2.040125,0.003015
1,2.906869,0.001779
1,3.535227,0.001079
1,3.378970,0.001233
1,0.635869,0.004756
1,2.469590,0.002376
1,0.403489,0.004891
1,-0.454637,0.004823
1,4.324295,0.000501
1,3.194271,0.001433
1,1.061556,0.004363
1,2.565581,0.002239
1,2.395738,0.002484
1,2.203510,0.002769
1,2.774593,0.001952
1,3.631670,0.000991
1,8.374680,0.000001
1,-0.865956,0.004488
1,2.692223,0.002063
1,4.763525,0.000305
1,2.964769,0.001706
1,3.739278,0.000898
1,5.985004,0.000060
1,3.698593,0.000932
1,3.332543,0.001282
1,4.591268,0.000373
1,3.927246,0.000751
1,7.419669,0.000005
1,4.471604,0.000427
1,4.032797,0.000677
1,1.888095,0.003243
1,0.504061,0.004840
1,1.112626,0.004305
1,0.832715,0.004596
1,5.535358,0.000114
1,4.716608,0.000323
1,3.206338,0.001419
1,1.132478,0.004282
1,-0.607269,0.004719
1,3.633423,0.000989
1,4.910303,0.000256
1,3.188141,0.001440
2,0.042753,0.000883
2,1.829581,0.002509
2,9.334201,0.000033
2,3.332943,0.003255
2,4.648524,0.002571
2,4.152318,0.002957
2,4.373451,0.002800
2,3.627096,0.003206
2,5.047430,0.002198
2,3.359413,0.003253
2,0.639181,0.001367
2,1.822206,0.002502
2,1.052050,0.001757
2,0.457328,0.001208
2,1.297903,0.001999
2,5.172052,0.002076
2,4.063836,0.003012
2,5.819760,0.001448
2,6.481190,0.000900
2,5.059099,0.002186
2,5.489460,0.001763
2,4.725869,0.002502
2,2.613180,0.003083
2,2.030340,0.002684
2,3.662625,0.003195
2,8.783560,0.000073
2,1.382081,0.002082
2,3.401599,0.003250
2,5.261806,0.001987
2,6.608208,0.000811
2,6.417189,0.000947
2,3.919567,0.003091
2,5.357013,0.001893
2,8.536740,0.000102
2,2.228882,0.002841
2,4.194934,0.002929
2,5.771827,0.001493
2,6.808648,0.000683
2,0.970477,0.001678
2,2.425790,0.002976
2,3.134321,0.003248
2,1.876404,0.002551
2,5.250248,0.001999
2,2.905013,0.003201
2,5.134914,0.002112
2,3.564377,0.003222
2,4.331591,0.002831
2,1.233523,0.001935
2,3.898418,0.003101
2,5.343677,0.001906
2,-0.424468,0.000589
2,6.687429,0.000759
2,2.203722,0.002822
2,1.348213,0.002048
2,1.931227,0.002599
2,0.521103,0.001263
2,6.218337,0.001102
2,6.929446,0.000613
2,4.430624,0.002755
2,4.756373,0.002474
2,7.115061,0.000515
2,0.651404,0.001378
2,7.950074,0.000212
2,2.620133,0.003087
2,3.368278,0.003253
2,3.773710,0.003156
2,0.536425,0.001276
2,8.786079,0.000073
2,5.801251,0.001466
2,2.888629,0.003196
2,2.036387,0.002689
2,1.102006,0.001806
2,2.036847,0.002689
2,7.148623,0.000499
2,2.642482,0.003098
2,4.094977,0.002993
2,4.087387,0.002998
2,1.481791,0.002180
2,5.484522,0.001768
2,2.118708,0.002756
2,4.618278,0.002598
2,7.555524,0.000329
2,4.221266,0.002911
2,6.017404,0.001271
2,4.240577,0.002897
2,4.397461,0.002781
2,1.109157,0.001813
2,4.454889,0.002735
2,2.240844,0.002850
2,5.066186,0.002180
2,4.505222,0.002694
2,4.509170,0.002691
2,1.652935,0.002345
2,0.283579,0.001065
2,5.019532,0.002225
2,4.087145,0.002998
2,6.838519,0.000665
2,4.940697,0.002301
2,1.584462,0.002279
2,0.420559,0.001177
2,2.026370,0.002681
2,4.686572,0.002538
2,3.733402,0.003172
2,2.157346,0.002786
2,3.678676,0.003190
2,1.583428,0.002278
2,2.887938,0.003196
2,3.462947,0.003242
2,3.659378,0.003196
2,2.901093,0.003200
2,2.119149,0.002756
2,4.740624,0.002489
2,4.427914,0.002757
2,0.943811,0.001652
2,3.277139,0.003256
2,9.046415,0.000051
2,4.566206,0.002643
2,5.894124,0.001381
2,7.253253,0.000450
2,5.202893,0.002045
2,5.054439,0.002191
2,7.059519,0.000543
2,8.413571,0.000120
2,0.295730,0.001075
2,-2.219421,0.000075
2,2.969425,0.003219
2,4.309589,0.002848
2,2.284367,0.002881
2,4.052566,0.003019
2,6.683579,0.000761
2,2.828059,0.003176
2,4.204775,0.002922
2,6.774582,0.000704
2,4.677330,0.002546
2,4.832874,0.002403
2,6.040499,0.001251
2,6.988522,0.000580
2,3.111345,0.003246
2,1.863737,0.002540
2,1.299962,0.002001
2,0.960297,0.001668
2,3.727586,0.003174
2,6.512416,0.000878
2,4.902840,0.002337
2,3.636485,0.003203
2,1.375726,0.002075
2,-0.165361,0.000742
2,1.099401,0.001803
2,-0.133734,0.000763
2,5.113956,0.002133
2,5.695120,0.001565
2,3.709977,0.003180
2,5.216261,0.002032
