step,x,y,z,weight
2,5.043659,5.392895,-0.742054,0.001240
2,4.170389,5.753145,0.861922,0.003189
2,4.312381,6.410489,1.734748,0.001954
2,4.722474,5.751936,1.484186,0.003213
2,3.955634,5.517256,1.276829,0.004829
2,4.541129,6.936976,2.712163,0.001008
2,3.005194,7.133186,1.930700,0.000999
2,3.893313,5.824980,0.682899,0.002947
2,4.125844,5.529613,1.585618,0.004948
2,4.654870,4.165057,-1.783099,0.001382
2,7.161778,6.362216,0.425646,0.000201
2,7.918774,9.858587,-0.188964,0.000000
2,7.695539,8.797223,0.460835,0.000004
2,5.810031,6.842983,-0.478981,0.000207
2,3.876726,6.942556,1.975366,0.001190
2,4.223492,5.173649,0.526860,0.004581
2,2.198352,5.416427,3.747945,0.004975
2,4.610253,5.456987,0.337213,0.002871
2,2.614548,4.901028,0.642118,0.006855
2,4.396018,5.946279,-1.429078,0.000523
2,4.130035,5.237535,2.824331,0.006832
2,8.953500,7.147929,0.163202,0.000007
2,4.008307,4.258093,1.831561,0.013945
2,3.546861,6.862432,4.393566,0.000873
2,4.564785,4.052947,2.624949,0.013787
2,5.907669,6.141304,0.643649,0.000839
2,5.596715,5.734161,2.845369,0.002266
2,1.485546,6.484482,2.692070,0.001653
2,4.842776,6.954556,3.585535,0.000745
2,4.355692,7.563542,3.533693,0.000400
2,5.169359,6.711885,5.355809,0.000348
2,3.380724,8.043501,-2.988904,0.000007
2,3.284004,6.720631,-3.752419,0.000015
2,3.235644,5.465635,1.776405,0.006201
2,1.318856,7.608728,-0.943087,0.000088
2,6.057571,6.146783,-0.648615,0.000342
2,2.532628,8.767237,2.864329,0.000080
2,1.639542,9.121754,1.854624,0.000034
2,0.519421,9.930256,1.973703,0.000004
2,0.965902,10.315574,3.160468,0.000002
2,3.604885,6.920149,0.464072,0.000813
2,1.178798,8.262299,-1.724862,0.000015
2,2.361584,7.551476,-0.591771,0.000175
2,2.484093,9.704870,2.733900,0.000014
2,3.669305,7.491689,1.247022,0.000510
2,2.982137,8.246984,2.916082,0.000197
2,3.757880,9.498302,1.232610,0.000018
2,5.846000,8.670936,-0.282045,0.000016
2,1.485611,6.640111,2.165017,0.001378
2,2.308321,6.857013,-1.761868,0.000153
2,4.678185,9.320201,1.869389,0.000022
2,2.659617,7.902569,1.909580,0.000329
2,2.599795,7.789242,1.652776,0.000371
2,1.390098,8.568814,0.449684,0.000052
2,2.928415,9.788799,0.453764,0.000008
2,3.617250,7.726579,0.562062,0.000283
2,4.906505,6.945647,3.256832,0.000795
2,2.517574,6.507673,-0.456611,0.000764
2,2.461658,7.124009,-0.610068,0.000315
2,4.767402,6.942757,1.038527,0.000729
2,1.826627,4.837535,2.253432,0.008970
2,4.330252,7.099538,-1.251125,0.000165
2,2.298318,5.616045,2.074315,0.005199
2,4.713919,6.100323,0.645890,0.001704
2,1.262005,9.316556,-0.857530,0.000006
2,2.945514,7.359678,-2.544096,0.000035
2,-0.154895,5.455546,0.556214,0.001151
2,3.391152,8.276164,1.637113,0.000178
2,2.512282,6.784117,1.010521,0.001203
2,-0.040590,4.984595,0.124405,0.001496
2,1.826529,8.452621,2.320715,0.000119
2,4.424662,9.007700,1.438558,0.000040
2,1.988914,9.369369,-0.498633,0.000009
2,4.108603,5.517870,1.222913,0.004582
2,2.744631,5.197947,0.956981,0.006230
2,0.952244,5.451956,2.775547,0.003693
2,0.939788,6.387137,2.065212,0.001421
2,2.149969,5.210103,0.656440,0.004968
2,0.621339,4.685518,2.089652,0.005656
2,2.653756,7.013448,0.837478,0.000860
2,2.635243,7.493797,0.971103,0.000473
2,3.245481,7.027283,-0.255595,0.000482
2,2.060934,6.869797,0.806519,0.000915
2,2.037920,7.778059,1.675694,0.000340
2,1.284155,7.465563,2.751872,0.000431
2,3.661337,9.078629,-0.760958,0.000013
2,0.887112,8.497222,0.532497,0.000047
2,1.846143,8.042669,-0.721212,0.000067
2,3.241496,3.768036,3.485159,0.018233
2,2.419282,3.159111,1.734984,0.023985
2,4.440673,2.626621,2.276095,0.024457
2,3.470249,3.565203,1.140040,0.018472
2,5.624977,4.828727,-1.708120,0.000586
2,0.487345,6.304674,-3.533355,0.000014
2,7.153019,10.935864,-2.010045,0.000000
2,-0.935285,7.247764,-0.707118,0.000034
2,2.481195,8.254443,1.668024,0.000179
2,1.118698,8.563357,1.051580,0.000059
2,3.173113,5.231643,-2.647971,0.000324
2,2.730521,6.986104,-1.417674,0.000195
3,3.291379,3.417083,-1.194050,0.010346
3,0.517397,3.663678,0.565969,0.009218
3,5.531109,7.866478,2.231170,0.000344
3,6.425950,4.947347,4.317576,0.000013
3,6.034229,5.768420,3.386083,0.000084
3,3.500549,3.763698,3.769183,0.000250
3,4.144412,4.581869,1.582738,0.002739
3,8.018524,4.368742,-0.144370,0.000076
3,3.919634,5.750768,2.457953,0.001716
3,2.703042,6.727077,2.936297,0.001680
3,2.394277,3.136564,1.901632,0.002294
3,4.096707,5.605539,1.924525,0.002572
3,3.203130,6.538115,-0.073180,0.016048
3,5.819729,5.222184,1.541532,0.000725
3,3.310510,6.393220,3.838422,0.000429
3,5.032823,4.656518,2.796446,0.000408
3,3.151033,4.841557,2.809846,0.001543
3,4.291584,4.398611,0.788394,0.004170
3,6.016045,3.953926,3.793882,0.000031
3,2.791609,3.483162,3.100707,0.000701
3,5.316980,3.690347,1.583426,0.000685
3,4.729032,2.897608,1.880825,0.000540
3,4.250597,3.652223,2.752791,0.000527
3,3.262626,3.157982,4.099338,0.000121
3,4.252660,3.193336,3.193256,0.000234
3,4.181892,3.388845,4.048488,0.000088
3,5.745365,4.556364,4.930981,0.000009
3,3.015035,4.712721,5.258555,0.000045
3,4.676722,5.686026,4.125870,0.000118
3,5.996476,5.085567,5.815307,0.000002
3,3.361618,3.911587,3.778027,0.000286
3,3.873412,4.222807,3.251332,0.000496
3,5.390684,4.258568,1.350797,0.001010
3,2.867841,3.171633,4.257010,0.000115
3,4.668074,4.582711,1.741035,0.001601
3,2.939653,3.262797,3.258155,0.000474
3,4.648744,4.201539,2.463014,0.000698
3,3.317897,3.953163,1.367798,0.004134
3,3.085539,4.204936,2.608521,0.001600
3,2.390779,3.295961,3.219402,0.000610
3,2.448726,3.614398,3.054781,0.000893
3,3.911340,2.885595,3.712377,0.000120
3,3.589834,3.605334,0.695932,0.004783
3,3.550261,2.958264,3.285276,0.000277
3,4.810807,5.589314,6.656980,0.000001
3,2.462990,4.537089,4.465004,0.000192
3,5.300927,5.144517,5.665582,0.000005
3,2.950278,3.767339,6.470984,0.000003
3,3.437753,3.070185,1.558209,0.001966
3,5.791986,1.684958,0.965621,0.000133
3,4.173555,4.469087,-1.195523,0.010230
3,3.648144,4.112666,1.305107,0.003920
3,5.224558,3.675190,-0.129370,0.002183
3,4.030678,1.542993,0.989756,0.000540
3,3.443542,2.564669,1.099562,0.001898
3,5.870416,8.444926,1.618939,0.000303
3,4.650368,5.555295,-0.299386,0.007155
3,4.830875,6.880613,2.466134,0.000759
3,3.152060,5.856198,1.708694,0.005410
3,3.142079,6.085380,-4.416940,0.010535
3,4.970089,5.621840,-0.484972,0.005817
3,4.520436,4.800578,-1.511489,0.009064
3,2.977623,5.183877,2.393166,0.002835
3,4.993605,7.268834,2.146278,0.000812
3,3.180485,6.009853,3.886351,0.000439
3,3.463914,4.082756,1.236373,0.004514
3,4.769524,5.615301,-0.777268,0.007551
3,5.624200,5.460629,1.438189,0.001011
3,3.578950,5.570738,1.292891,0.006056
3,3.746998,6.099653,2.960587,0.001083
3,4.224023,5.228826,3.833744,0.000242
3,2.772219,3.512496,0.202686,0.008689
3,3.055914,4.781405,4.691442,0.000117
3,2.332753,5.216402,3.038528,0.001703
3,3.766270,5.201173,1.496159,0.004405
3,3.397893,5.333330,-0.759952,0.018659
3,4.780515,5.857020,1.818747,0.001687
3,3.820801,6.750928,1.553515,0.003947
3,9.352998,6.139393,1.471166,0.000003
3,3.178554,5.057576,1.146004,0.007689
3,2.878197,5.307980,1.276658,0.008275
3,4.039124,8.420546,1.591987,0.001643
3,2.726866,5.178516,4.235470,0.000297
3,3.542391,4.968300,0.411227,0.010057
3,2.160410,3.976231,2.092622,0.003307
3,1.102527,4.853309,2.852907,0.002199
3,3.142518,5.281073,4.071404,0.000327
3,3.652518,4.380112,2.219235,0.001940
3,2.672364,4.392688,1.415743,0.006280
3,2.300365,4.127387,3.505835,0.000680
3,2.937770,3.871504,3.871823,0.000298
3,2.671573,5.445903,2.738736,0.002265
3,2.093412,4.479873,2.857819,0.001830
3,1.491748,4.336570,5.725244,0.000024
3,1.557312,2.138336,4.261039,0.000066
3,3.327683,3.034854,5.381330,0.000013
3,2.570363,3.882539,2.699892,0.001507
3,1.834155,2.659448,3.410474,0.000334
3,1.867917,4.280849,3.805457,0.000523
3,3.568876,0.588816,4.703468,0.000003
3,0.883157,2.689824,2.410702,0.001111
3,3.012498,4.788775,5.460881,0.000032
3,4.950974,5.191880,4.422056,0.000056
3,2.979083,3.462915,5.217315,0.000028
3,3.516288,4.181839,5.440246,0.000021
3,3.378368,4.634166,5.101310,0.000048
3,5.456960,7.549309,2.422833,0.000352
3,6.960019,5.652293,3.301682,0.000028
3,2.740759,6.534630,3.269655,0.001143
3,2.975615,5.642726,2.536946,0.002575
3,2.580612,6.350582,1.228576,0.009694
3,2.764533,4.881774,2.113362,0.003821
3,5.361988,6.560257,3.444585,0.000154
3,3.853405,6.272878,3.347370,0.000621
3,4.956861,4.564950,3.043482,0.000318
3,3.908521,4.380782,4.018241,0.000183
3,5.174962,4.341293,4.192636,0.000051
3,3.535865,4.141887,1.981503,0.002367
3,3.504643,4.495175,2.647654,0.001398
3,5.656882,5.061163,2.590527,0.000306
3,4.246196,3.377197,0.912945,0.002374
3,6.259388,7.304371,1.182617,0.000476
3,5.047753,6.809644,2.178645,0.000853
3,2.949897,7.874940,4.090484,0.000222
3,3.615229,6.339789,-1.316740,0.018722
3,4.143184,5.517246,1.860978,0.002620
3,2.547231,6.736614,2.203794,0.003916
3,3.394346,3.451624,4.016886,0.000155
3,5.149281,7.289108,5.714255,0.000004
3,1.144194,10.230655,4.547303,0.000024
3,8.872957,6.424151,-0.501479,0.000025
3,6.153478,8.732737,2.195276,0.000105
3,5.097428,6.205248,3.578547,0.000174
3,6.174360,6.798243,3.161173,0.000086
3,3.532812,6.686325,2.507634,0.001902
3,2.616763,7.624559,3.756727,0.000453
3,6.057599,7.579899,0.557918,0.000826
3,0.881389,6.831528,-0.457229,0.026289
3,4.478275,7.463942,6.135705,0.000003
3,2.921973,8.149198,5.362713,0.000024
3,6.142352,2.714760,5.499980,0.000001
3,4.464023,3.284303,6.392116,0.000001
3,5.818852,3.505822,5.714423,0.000001
3,5.761094,4.868039,5.701133,0.000003
3,6.532772,5.071894,3.467287,0.000038
3,5.016009,5.032435,3.051430,0.000339
3,5.064687,5.491755,4.183943,0.000075
3,5.025287,6.757840,5.036095,0.000019
3,6.950893,7.960224,2.485260,0.000044
3,5.088445,7.785070,-0.199728,0.003049
3,5.338373,5.522186,2.614256,0.000445
3,4.465294,6.189087,2.324028,0.001328
3,4.678395,7.667988,0.420260,0.003444
3,8.275194,6.337496,2.735451,0.000007
3,5.630321,5.343891,2.164765,0.000516
3,3.959922,6.617273,0.968881,0.005791
3,4.230562,6.833305,0.905097,0.004803
3,5.830256,7.455479,2.301645,0.000277
3,3.588434,6.908542,2.532288,0.001709
3,3.852224,7.172908,2.336428,0.001666
3,4.526655,8.409244,0.334837,0.002747
3,2.980851,7.312642,1.664323,0.004719
3,3.639524,9.802056,1.547903,0.000722
3,4.939290,9.157315,1.619438,0.000465
3,2.984870,8.123286,4.060558,0.000201
3,7.049057,2.334760,3.784883,0.000003
3,6.601640,3.036717,3.330740,0.000016
3,3.972082,7.887244,2.477281,0.000995
3,3.457889,7.175383,3.414744,0.000595
3,5.725654,1.632117,0.435928,0.000188
3,4.838137,3.076687,-0.377701,0.002350
3,4.304499,1.926737,-1.081711,0.001638
3,4.800970,2.875905,2.202904,0.000367
3,3.972076,2.756564,2.568460,0.000429
3,4.238877,5.120777,4.135710,0.000152
3,4.627468,3.665505,1.370322,0.001501
3,6.092568,4.579865,3.154215,0.000085
3,6.261358,3.121209,1.350588,0.000203
3,5.225888,3.532972,3.624021,0.000073
3,4.083127,4.231198,1.393792,0.002926
3,5.440210,4.329107,0.947796,0.001329
3,4.257634,3.959558,1.237612,0.002583
3,3.537618,3.877699,1.171937,0.004125
3,5.674043,4.665335,2.797564,0.000215
3,6.472003,3.614388,2.100361,0.000110
3,8.154220,6.466598,0.866687,0.000045
3,6.541702,6.787771,1.087483,0.000414
3,0.678452,5.680418,2.029518,0.005706
3,3.623772,8.239282,3.616870,0.000257
3,4.726128,10.116540,2.246284,0.000128
3,5.689374,7.174461,3.343559,0.000108
3,5.015243,5.868801,5.297590,0.000013
3,4.973307,6.572245,6.999889,0.000000
3,5.903472,6.848950,3.937204,0.000041
3,6.803765,4.736541,4.421958,0.000006
3,7.216229,6.076514,2.954228,0.000030
3,3.872789,7.671591,0.666633,0.005374
3,9.077712,4.732619,0.067034,0.000012
3,2.084583,5.258023,5.400451,0.000052
3,0.513508,6.134544,5.579270,0.000039
3,3.353184,5.720177,3.457188,0.000724
3,4.583839,5.529687,1.249599,0.003137
3,6.995114,4.212120,1.038413,0.000179
3,5.781265,5.005254,1.346212,0.000849
3,5.758913,5.300257,-0.077213,0.002179
3,6.536126,7.588166,2.088882,0.000138
3,6.221255,6.726679,3.937160,0.000029
3,6.478447,7.295707,2.356369,0.000128
3,5.586644,6.395058,0.224102,0.002316
3,5.042192,4.998406,2.935682,0.000377
3,6.920116,7.819101,1.894674,0.000089
3,7.471132,6.171613,1.736377,0.000072
3,4.061542,5.021405,2.189127,0.001875
3,3.300666,5.262452,0.247371,0.013176
3,4.110843,5.550594,2.153476,0.002037
3,5.369230,6.007733,0.865799,0.002053
3,5.900031,5.102426,1.077977,0.000928
3,3.416017,4.485909,0.629503,0.008233
3,5.621153,7.143492,3.343321,0.000117
3,5.524044,6.579418,4.092732,0.000053
3,5.058727,8.580224,1.405785,0.000763
3,3.111523,6.079827,2.198554,0.003470
3,2.428750,7.386462,3.467312,0.000779
3,2.442392,7.677237,3.578087,0.000595
3,3.001338,9.089689,1.021979,0.002786
3,6.217251,5.512414,0.806320,0.000817
3,5.244134,5.146882,0.364757,0.002928
3,5.463660,6.098461,-0.504439,0.003648
3,3.142769,8.205431,1.144214,0.004405
3,6.146667,5.523004,4.345531,0.000019
3,6.957633,4.632731,4.956830,0.000002
3,6.797484,4.598818,3.787774,0.000015
3,5.656706,6.389958,2.105934,0.000536
3,2.978849,6.653173,3.536198,0.000724
3,4.726163,6.787597,5.057078,0.000023
3,4.803072,7.233828,5.803353,0.000005
3,8.028140,4.327624,1.587442,0.000025
3,3.905633,5.580429,3.855349,0.000305
3,4.174663,7.466821,3.440952,0.000333
3,4.979987,5.724552,2.724966,0.000562
3,5.763062,7.201769,3.766578,0.000056
3,4.985036,5.655223,2.563637,0.000666
3,5.515310,7.327992,4.467941,0.000025
3,3.852097,4.798493,2.753188,0.001115
3,8.155135,6.837075,2.881564,0.000007
3,6.534614,3.322336,2.862161,0.000038
3,4.347863,4.402365,2.343687,0.001086
3,6.909719,4.251471,2.967423,0.000033
3,6.047721,4.882847,3.031851,0.000114
3,6.411972,2.925264,2.098450,0.000076
3,7.484389,3.763067,4.129409,0.000002
3,7.003765,4.617179,1.950442,0.000097
3,8.240180,3.612978,2.817370,0.000004
3,3.061676,6.936969,2.774149,0.001683
3,4.012320,6.073573,2.002845,0.002549
3,2.148260,4.062269,1.420721,0.006263
3,5.767889,7.357762,1.693987,0.000548
3,3.515721,5.807418,1.036698,0.007673
3,6.640325,6.066274,1.637494,0.000259
3,7.166910,6.327282,1.509819,0.000136
3,5.481094,6.735014,2.335492,0.000484
3,7.074322,3.593774,3.084848,0.000016
3,7.563185,4.798444,3.694998,0.000006
3,5.747642,5.843605,4.080250,0.000045
3,5.048649,5.020105,0.286373,0.003581
3,5.316688,4.654662,1.456650,0.001154
3,5.239096,5.023017,-1.114430,0.004840
3,5.968943,4.289763,2.219383,0.000252
3,4.998352,5.595118,1.046544,0.002562
3,3.252971,4.736178,0.868222,0.008318
3,6.718464,9.727254,1.391735,0.000046
3,4.645667,7.240183,-0.593710,0.006433
3,6.419415,5.030126,1.758519,0.000283
3,6.140356,5.451205,0.780463,0.000906
3,1.717633,5.874634,2.554248,0.003492
3,3.963590,5.766426,1.952600,0.002763
3,3.136917,6.320841,3.014647,0.001374
3,3.161479,6.199331,2.856986,0.001656
3,6.977111,6.940977,0.974820,0.000239
3,7.770766,4.286869,2.230648,0.000021
3,7.960092,6.547189,4.176323,0.000002
3,6.356320,7.184164,1.701595,0.000289
3,3.793678,4.571795,-0.272393,0.010674
3,6.626324,4.168432,1.382257,0.000225
3,5.181101,4.673527,1.666279,0.001111
3,4.825526,3.883992,0.732889,0.002243
3,6.542751,2.702277,0.710616,0.000163
3,4.607713,4.255011,-0.133800,0.005022
3,5.267529,6.170501,1.357648,0.001577
3,4.642175,4.087952,-1.964570,0.006373
3,3.895550,4.124091,0.229597,0.006743
3,2.493594,3.216994,1.226526,0.004152
3,2.242857,4.437398,0.308293,0.014990
3,0.148640,4.908805,3.491605,0.000851
3,1.899951,3.854502,1.898971,0.003910
3,4.417170,3.657391,-2.235025,0.006000
3,2.859418,5.940623,0.286565,0.016452
3,7.074519,3.814315,-2.713138,0.000323
3,2.321909,7.410770,3.278392,0.001012
3,6.040427,7.705620,4.382444,0.000014
3,7.558979,6.361069,0.486501,0.000153
3,4.631698,10.177744,2.193175,0.000136
3,4.221755,8.062646,3.647821,0.000185
3,4.959275,4.207064,1.789217,0.001034
3,6.779493,4.980538,1.462333,0.000225
3,4.333551,8.790226,4.212306,0.000048
3,4.115810,6.857040,0.910532,0.005161
3,5.250242,5.362043,4.280655,0.000054
3,5.063535,7.058672,2.068959,0.000878
3,4.965848,8.089381,1.310862,0.001206
3,7.187164,6.035908,3.559809,0.000015
3,5.956371,8.612527,4.336493,0.000010
3,2.197076,1.811170,1.707259,0.000919
3,1.937821,2.935898,2.827231,0.000834
3,3.149266,2.978992,1.913061,0.001550
3,1.309945,1.681811,4.316074,0.000038
3,1.037507,2.681658,2.431210,0.001096
3,2.191494,4.125039,0.552446,0.011665
3,0.825475,3.272371,2.288829,0.001915
3,3.150453,6.986438,1.757518,0.004477
3,6.227182,7.173551,3.668443,0.000038
3,5.996881,7.394648,4.161950,0.000023
3,5.454159,7.504290,4.230028,0.000036
3,6.354036,5.113285,4.677325,0.000008
3,5.623014,7.411899,1.966708,0.000492
3,4.939592,4.149678,0.987391,0.001942
3,5.264080,5.465038,4.017463,0.000079
3,7.163588,6.177997,0.858789,0.000225
3,5.824493,7.435611,1.465624,0.000606
3,5.032500,5.040652,3.306197,0.000244
3,7.938065,5.643315,3.028489,0.000009
3,4.112339,7.137876,2.960567,0.000710
3,3.339225,5.131931,-1.441769,0.020898
3,1.501443,3.655892,1.450085,0.005371
3,1.826206,2.920840,-0.528219,0.009853
3,3.641276,4.073968,0.101751,0.008186
3,4.271692,3.549339,-0.980643,0.005941
3,3.953460,4.067217,0.232611,0.006321
3,1.387030,2.061907,-0.875434,0.005358
3,5.761763,2.558079,2.923491,0.000050
3,7.132548,4.735130,1.345637,0.000141
3,4.956595,3.104057,1.960535,0.000477
3,5.285142,5.618578,1.630466,0.001238
3,5.269874,2.503892,0.889930,0.000527
3,6.964183,5.941288,2.035004,0.000117
3,6.255386,3.968256,-1.610499,0.001151
3,5.446768,3.685224,0.143499,0.001556
3,5.560744,3.036537,-0.735214,0.001271
3,5.632511,3.238140,1.115905,0.000541
3,4.029043,2.783739,1.110592,0.001583
3,4.585638,7.011077,2.042243,0.001383
3,5.247284,6.717778,4.175827,0.000060
3,4.532149,8.568824,3.651225,0.000107
3,3.281420,8.680818,1.015423,0.003348
3,2.838561,5.920462,2.388846,0.003206
3,4.825291,8.919078,1.206099,0.000863
3,3.465431,6.943324,1.532961,0.004705
3,7.072256,6.094514,2.988008,0.000036
3,5.575921,6.119676,1.949178,0.000695
3,4.896514,6.744847,1.026413,0.002636
3,6.810987,6.089959,2.752788,0.000068
3,4.261251,7.855402,2.235076,0.001063
3,5.491728,5.942149,3.995070,0.000067
3,5.805318,5.702445,1.109347,0.001088
3,3.927694,7.500347,3.605344,0.000312
3,3.529312,5.134573,4.683786,0.000102
3,6.670629,4.790402,4.521467,0.000006
3,6.069504,5.376910,2.353631,0.000261
3,6.660001,6.851618,4.800915,0.000004
3,4.378755,5.469745,1.981432,0.001964
3,2.280926,5.192449,2.343249,0.003740
3,5.704891,6.155992,1.434337,0.000944
3,4.581532,5.966297,1.320446,0.003026
3,3.995534,4.224239,1.623264,0.002562
3,2.704275,6.509032,1.918923,0.005105
3,3.733341,6.832353,0.575889,0.008210
3,8.669378,1.523126,3.836007,0.000000
3,9.586849,5.378350,2.585648,0.000001
3,8.545499,3.401853,1.758285,0.000005
3,6.362329,2.682869,2.069143,0.000069
3,7.488715,4.109891,2.958227,0.000013
3,4.399161,6.886217,0.702814,0.004770
3,2.338549,6.083964,1.505815,0.008511
3,5.028192,7.282262,1.553246,0.001344
3,5.125775,6.174865,2.457372,0.000654
3,6.333541,5.537032,3.631109,0.000042
3,6.376503,6.474262,1.874309,0.000284
3,3.124560,6.037061,1.524985,0.006391
3,3.231926,9.516421,2.659933,0.000396
3,5.166511,4.937510,0.568275,0.002690
3,4.355133,7.556307,1.308568,0.002590
3,4.966712,5.497464,1.540698,0.001786
3,5.017016,6.479111,1.534984,0.001678
3,7.958293,6.472292,1.522030,0.000039
3,4.990064,6.631347,1.868366,0.001254
3,6.010377,8.049985,0.333893,0.000790
3,5.733945,5.780371,1.797628,0.000676
3,3.389736,6.231608,5.422157,0.000033
3,3.899753,5.762899,4.423238,0.000133
3,6.384797,6.280460,-0.724778,0.001338
3,1.568700,6.822693,0.991816,0.012767
3,2.874291,4.780993,2.719177,0.001889
3,5.237825,5.031553,0.501609,0.002667
3,3.878438,3.815962,0.571522,0.004872
3,5.177550,7.184656,3.726039,0.000109
3,5.726429,7.040547,3.505865,0.000087
3,5.677282,5.749364,3.277390,0.000145
3,7.344916,5.162182,2.768415,0.000029
3,3.043515,4.684849,2.783916,0.001594
3,5.902207,4.569545,3.468183,0.000071
3,2.721713,5.017623,2.633989,0.002330
3,4.693555,5.025815,2.240962,0.001103
3,4.482522,5.136433,1.959477,0.001761
3,4.454551,3.583388,1.943601,0.001004
3,5.481123,5.065761,2.338865,0.000482
3,4.484150,5.482021,2.889829,0.000695
3,6.597519,4.330746,2.962313,0.000052
3,5.586186,5.373749,4.044816,0.000054
3,5.838627,5.778903,4.003829,0.000045
3,5.502229,4.874790,3.326254,0.000144
3,4.700576,4.082999,4.266313,0.000062
3,4.771137,7.007052,2.033274,0.001197
3,5.334077,5.693096,5.201502,0.000011
3,4.669799,6.683378,2.541677,0.000838
3,6.957663,5.446355,3.878990,0.000013
3,3.443391,4.824146,3.564346,0.000521
3,4.936335,5.815415,3.434261,0.000247
3,3.152016,5.458556,3.375289,0.000869
3,5.446530,5.014349,-1.210789,0.003986
3,1.668508,7.022428,3.096047,0.001604
3,3.711137,7.644651,0.705345,0.005861
3,6.511636,6.943536,2.152567,0.000167
3,2.518432,5.112670,1.943104,0.005129
3,2.435175,4.076675,2.127695,0.003138
3,3.024384,6.022934,4.673763,0.000142
3,2.831036,7.407505,4.004452,0.000323
3,3.286775,6.713585,2.305505,0.002655
3,2.046506,7.763428,3.995337,0.000349
3,3.503506,6.266688,4.093896,0.000273
3,6.986146,4.840732,1.172891,0.000204
3,3.940516,7.076998,2.466376,0.001415
3,0.867512,5.293066,1.418821,0.009630
3,7.614172,5.683095,0.736449,0.000124
3,4.886873,6.356751,1.303902,0.002307
3,2.682250,7.119698,2.395817,0.002795
3,3.138117,5.640626,2.879056,0.001635
3,3.621528,8.403461,2.312200,0.001097
3,-0.477747,4.958514,1.393181,0.006257
3,2.019840,6.932751,4.171915,0.000366
3,2.244764,7.166478,1.378759,0.007927
3,4.116070,6.083024,1.416184,0.003966
3,1.946395,5.602437,1.814607,0.007002
3,2.459373,4.491687,2.727840,0.001958
3,2.763877,4.894714,3.165509,0.001196
3,2.469590,3.339474,1.150098,0.004795
3,3.147699,7.635593,0.376776,0.009558
3,0.998277,7.414094,1.388895,0.007865
3,4.833669,5.668511,2.345333,0.000962
3,3.488900,5.440695,3.605380,0.000542
3,3.949256,4.754582,4.283896,0.000136
3,4.995273,3.146204,3.513348,0.000082
3,2.963397,3.889348,2.614939,0.001445
3,4.705662,3.625336,2.087223,0.000732
3,5.804360,3.084672,4.481286,0.000009
3,5.285699,3.808447,6.897016,0.000000
3,4.584254,5.520110,4.692938,0.000052
3,2.893429,4.219226,1.527796,0.004940
3,2.690555,3.936948,1.737675,0.003906
3,3.639912,5.158889,2.061208,0.002845
3,1.953688,4.731894,2.825070,0.002111
3,1.950079,2.997807,1.134999,0.004295
3,4.108246,4.587273,4.028577,0.000169
3,1.391463,2.831442,1.042457,0.004244
3,0.625758,2.963742,2.792499,0.000868
3,4.850409,2.854081,0.859169,0.001054
3,3.757681,3.864933,2.950258,0.000652
3,5.542536,6.080713,2.144523,0.000598
3,3.031248,5.207119,-0.594732,0.020736
3,6.803466,3.434347,2.768785,0.000032
3,5.588767,2.584466,2.347733,0.000118
3,4.570088,4.194266,3.659820,0.000174
3,6.994337,3.373559,2.175492,0.000044
3,4.902650,2.805005,3.355637,0.000085
3,5.050084,3.809100,3.559086,0.000109
3,5.225791,4.215536,3.056147,0.000213
3,5.490573,3.226866,2.787534,0.000131
3,6.736860,4.235670,3.106200,0.000035
3,5.541197,2.132502,3.966877,0.000011
3,6.783275,3.815520,3.273720,0.000022
3,4.394136,2.833118,2.016076,0.000593
3,4.961805,5.139722,0.911663,0.002736
3,5.782552,4.452174,2.577453,0.000227
3,3.576437,4.204974,0.888401,0.005741
3,4.327080,3.759667,2.340560,0.000826
3,4.670823,4.171002,1.206889,0.002111
3,2.330575,3.376742,0.879933,0.006155
3,4.379961,5.440304,3.077959,0.000599
3,5.069246,5.640481,2.578599,0.000606
3,4.234392,5.479195,0.379810,0.007185
3,4.600669,5.751553,0.895945,0.004043
4,4.586800,4.916275,-2.024296,0.000150
4,4.210417,3.181250,-0.688948,0.000136
4,5.311312,4.684268,-1.396268,0.000084
4,3.561443,3.884015,0.213668,0.000713
4,3.947628,2.932216,0.700359,0.000217
4,0.297420,5.516058,1.049861,0.012138
4,1.498640,3.009892,1.379937,0.001369
4,1.183578,3.199862,0.616293,0.001757
4,1.460412,4.773698,1.174855,0.006216
4,-0.346662,4.181016,1.656272,0.005377
4,5.466191,6.329993,2.790918,0.000271
4,6.611292,5.151300,1.335477,0.000039
4,3.315582,8.285079,4.337548,0.001245
4,3.675370,7.630886,3.447520,0.001786
4,3.201930,3.116123,1.215802,0.000546
4,4.368174,7.136522,3.157541,0.001026
4,3.742005,8.291186,0.153171,0.002237
4,3.792221,7.511906,-0.882595,0.001553
4,3.811399,6.793402,-0.063513,0.002144
4,3.621947,7.726865,0.383244,0.002942
4,5.118763,7.454276,0.413250,0.000573
4,5.305206,7.509009,0.009228,0.000400
4,4.622875,5.649401,-0.317316,0.000600
4,3.093203,7.803751,1.378692,0.005113
4,5.000647,6.622877,4.077064,0.000270
4,2.462663,5.319409,1.905837,0.004871
4,4.442597,4.068847,0.050665,0.000323
4,6.604870,2.953900,-0.067022,0.000005
4,5.518584,3.356326,2.685897,0.000042
4,3.761726,3.307535,4.478295,0.000116
4,6.521104,5.976809,2.016592,0.000061
4,7.315645,5.909517,4.096851,0.000006
