step,x,y,z,weight
0,-2.342584,-7.234267,5.251777,0.000000
0,-0.472784,7.957506,5.796714,0.000403
0,-2.601451,-2.544844,9.265778,0.000000
0,4.585926,1.277669,7.678363,0.000000
0,6.339118,10.473984,3.769508,0.000018
0,11.114651,1.189840,2.295550,0.000000
0,-3.379556,1.143189,9.842948,0.000000
0,-7.363090,10.958142,4.762990,0.000000
0,5.614077,-2.638320,-7.871325,0.000000
0,0.508035,9.926017,-7.354047,0.000106
0,8.607301,9.321888,6.950332,0.000000
0,6.071561,3.955082,-4.760726,0.000248
0,4.040696,-5.331177,4.913680,0.000000
0,8.746304,-6.602288,-9.276769,0.000000
0,-0.989401,-9.572339,-8.054574,0.000000
0,-2.117492,4.710353,-8.490805,0.000025
0,-3.776099,-3.562353,1.915221,0.000000
0,-3.290235,-7.224272,3.717874,0.000000
0,9.140897,3.973645,-9.939831,0.000000
0,-0.503584,-7.610824,6.448221,0.000000
0,-0.982723,-6.928994,3.225265,0.000000
0,-7.195825,-1.989835,4.412694,0.000000
0,9.807858,11.436105,5.024214,0.000000
0,-4.625782,2.594994,7.984275,0.000000
0,10.699891,-7.166782,-0.841910,0.000000
0,7.435377,5.805207,-6.423573,0.000007
0,2.146086,7.511322,-4.853789,0.010462
0,0.721812,-9.744962,11.259156,0.000000
0,-7.760760,1.540723,-6.485954,0.000000
0,6.068976,10.023895,-3.241169,0.000245
0,10.455393,6.123453,6.344748,0.000000
0,0.713359,-4.130312,-4.893036,0.000000
0,10.224174,7.110491,-0.790917,0.000001
0,-2.467514,6.485755,9.608221,0.000000
0,10.262194,-5.818099,-6.835151,0.000000
0,-3.600812,-2.722638,-5.673702,0.000000
0,2.544234,0.012662,9.094698,0.000000
0,0.270202,-1.182128,8.709375,0.000000
0,1.775989,-0.849857,-2.293069,0.000194
0,-8.045806,-4.021203,-3.175656,0.000000
0,1.683127,9.677188,0.115635,0.024550
0,-3.931562,8.575547,-1.732868,0.004871
0,-4.751092,-2.480155,-4.013529,0.000000
0,3.028137,4.733059,-4.019884,0.014119
0,3.039630,5.703823,-10.520418,0.000000
0,1.439840,-8.693259,-7.307333,0.000000
0,9.317688,5.625419,8.621839,0.000000
0,-4.840638,3.616033,7.274332,0.000001
0,6.473302,-2.387551,-4.268536,0.000000
0,2.015536,6.719602,-1.315802,0.104881
0,8.086716,-3.419193,-5.932864,0.000000
0,-7.849423,8.277688,8.749157,0.000000
0,2.787582,-3.778225,7.033919,0.000000
0,5.147460,-5.031537,0.717017,0.000000
0,2.414923,4.277599,-0.406453,0.060969
0,-0.109067,-8.443076,9.577581,0.000000
0,0.307488,8.996116,5.877226,0.000221
0,1.721433,-6.616739,4.955848,0.000000
0,7.245623,6.806735,-6.591200,0.000008
0,6.336959,-2.102400,-6.959912,0.000000
0,5.569622,0.926020,6.776664,0.000000
0,-5.667445,8.060070,-3.201821,0.000330
0,-3.968657,-1.294458,-7.233355,0.000000
0,8.361116,9.905471,-0.706133,0.000013
0,-7.372597,4.767455,-8.282084,0.000000
0,2.453860,-7.295957,1.788462,0.000000
0,3.812705,-3.653053,-3.974315,0.000000
0,-1.408889,-2.339431,-7.895549,0.000000
0,3.976254,9.048741,-1.477559,0.011530
0,-2.218858,4.843215,-5.361712,0.003067
0,-8.044527,-2.575746,7.605311,0.000000
0,4.627253,4.138738,5.295734,0.000119
0,8.844416,11.496836,-6.936997,0.000000
0,7.162897,7.497466,-5.958442,0.000018
0,9.640087,-9.482595,5.821545,0.000000
0,11.795176,2.546640,2.821990,0.000000
0,5.244984,3.261987,3.485660,0.000362
0,6.993636,-5.207952,-0.335676,0.000000
0,2.449529,0.265589,-0.056494,0.001157
0,4.847950,8.545936,3.904420,0.000499
0,5.973993,6.743912,-8.088840,0.000004
0,9.646175,9.078211,4.110717,0.000000
0,-2.374236,8.219833,6.754432,0.000025
0,-3.993728,-6.934023,8.218980,0.000000
0,1.517927,-0.471096,-9.642852,0.000000
0,0.725793,-0.080036,-4.429889,0.000205
0,-7.155886,-5.608975,-4.007141,0.000000
0,-5.833592,0.181680,-2.718123,0.000006
0,5.910733,4.302843,9.824145,0.000000
0,-1.878470,10.653717,-11.042858,0.000000
0,7.724806,-0.284634,-4.988963,0.000000
0,9.205949,4.468821,-7.392917,0.000000
0,1.376631,5.363277,-4.333056,0.025052
0,-4.020362,-8.218047,-5.159975,0.000000
0,1.858460,-0.034377,8.084281,0.000000
0,-4.539493,-7.561990,-6.440604,0.000000
0,3.330020,9.451805,-2.324420,0.010855
0,-6.418701,-0.408992,0.096882,0.000001
0,-1.232654,-6.595474,4.657674,0.000000
0,0.145653,11.408274,7.857198,0.000000
0,10.427892,8.527425,5.048127,0.000000
0,-7.446896,-1.407487,9.637105,0.000000
0,-2.725665,5.556180,2.866798,0.006922
0,-4.139941,8.721698,5.574624,0.000027
0,8.377296,-1.401522,4.352116,0.000000
0,2.939036,-5.150749,-1.708598,0.000000
0,0.649558,-0.389409,-5.738446,0.000030
0,-1.937846,9.960782,0.735045,0.008262
0,-7.862240,-8.916906,3.015757,0.000000
0,12.434819,0.474641,3.678900,0.000000
0,-0.596731,5.119892,-3.252206,0.048896
0,-5.825490,-1.245828,2.821508,0.000000
0,-6.476026,-5.048474,-4.672406,0.000000
0,-8.563693,-1.927330,7.705645,0.000000
0,-4.622462,-3.957453,-6.428394,0.000000
0,-1.216584,-3.368805,-5.897106,0.000000
0,8.934429,-6.700970,-1.452617,0.000000
0,6.868880,5.143103,0.113008,0.000847
0,7.497875,-1.462212,-5.277391,0.000000
0,11.725272,-7.000895,-3.001593,0.000000
0,-2.368952,-1.577142,7.490082,0.000000
0,-3.572896,-7.715320,-9.538010,0.000000
0,10.383535,-9.336792,-5.141251,0.000000
0,-0.953969,-5.013830,-8.994264,0.000000
0,3.791223,2.685861,5.929383,0.000034
0,2.394843,-3.636979,-2.697522,0.000000
0,4.478717,-4.935813,-3.504296,0.000000
0,4.926753,3.509109,-0.761727,0.005774
0,12.293111,-5.514029,-1.576251,0.000000
0,-9.004796,2.319179,9.310775,0.000000
0,4.259122,-8.069094,3.767807,0.000000
0,-6.111597,3.828959,9.662999,0.000000
0,7.103939,-7.160107,-2.726189,0.000000
0,2.168068,-2.986505,-1.013761,0.000003
0,-6.920214,10.017906,-4.626756,0.000003
0,-0.683020,8.645969,9.684515,0.000000
0,-7.978164,2.185970,9.498301,0.000000
0,5.650303,0.073867,9.411119,0.000000
0,3.385625,7.312136,-7.214544,0.000250
0,-4.092152,1.899625,1.074033,0.000644
0,-8.770327,6.521183,1.408657,0.000001
0,3.802271,1.465319,-0.356193,0.002502
0,3.992653,0.178255,-4.759401,0.000052
0,-1.215211,7.759381,0.566055,0.057156
0,-1.575219,10.476369,1.715863,0.003736
0,8.225894,-8.420406,-2.553951,0.000000
0,3.065679,6.656974,1.966354,0.026286
0,3.074382,9.727344,4.463279,0.000465
0,8.143057,4.720067,1.089782,0.000059
0,1.798193,7.062309,9.158682,0.000001
0,9.985202,7.500760,-1.194804,0.000002
0,5.887155,8.291756,-7.984652,0.000004
0,-2.450448,2.737776,-1.611161,0.009689
0,-5.179038,9.657969,3.846624,0.000036
0,8.315817,9.660335,1.646939,0.000009
0,-6.957933,-7.759883,-7.438382,0.000000
0,3.186683,2.657155,-2.686584,0.008460
0,1.303097,-2.263197,-7.062695,0.000000
0,11.259402,-3.673814,7.748525,0.000000
0,-4.575252,7.280964,-8.090916,0.000005
0,-6.113496,0.734125,-2.148160,0.000010
0,2.174953,-6.521073,-2.327131,0.000000
0,-5.180759,3.897513,3.136158,0.000182
0,2.657098,-5.781152,8.999545,0.000000
0,-3.377200,5.072108,-7.470829,0.000062
0,-1.285597,8.013122,11.027534,0.000000
0,2.328515,2.531117,-3.605530,0.006937
0,9.850188,-1.342227,6.669536,0.000000
0,-1.377823,7.536410,-8.054400,0.000090
0,3.864290,10.637949,-6.941196,0.000026
0,-1.835157,5.757508,-4.216939,0.015269
0,7.908509,-4.445992,2.428596,0.000000
0,7.693962,10.356701,7.096604,0.000000
0,6.830680,5.052770,-9.916562,0.000000
0,6.762469,-6.872171,4.258943,0.000000
0,3.398171,-3.978878,1.914909,0.000000
0,-4.923894,-2.480734,3.621340,0.000000
0,-9.176109,7.770987,9.470495,0.000000
0,2.131982,-6.654458,-7.666711,0.000000
0,2.584174,-8.633694,10.149637,0.000000
0,4.499385,-5.232077,4.984291,0.000000
0,-3.330062,-4.151591,4.022408,0.000000
0,0.855992,0.494893,8.116721,0.000000
0,9.950151,8.999698,4.208607,0.000000
0,-7.389453,5.301912,5.555886,0.000000
0,1.771077,-1.969904,-10.266543,0.000000
0,-5.070695,1.443033,-8.315573,0.000000
0,-7.419621,6.102090,-1.621083,0.000044
0,4.293245,-6.288062,4.046456,0.000000
0,-6.598096,-7.943039,-2.544057,0.000000
0,-5.922415,-6.317688,8.495724,0.000000
0,2.754900,-4.985284,-5.623771,0.000000
0,-4.502265,4.448835,2.454107,0.001103
0,-1.455358,0.663644,-0.810325,0.001978
0,10.563903,2.140111,2.558473,0.000000
0,10.066068,-0.216061,9.082343,0.000000
0,0.233591,3.176881,9.831282,0.000000
0,-7.913427,3.371961,-1.177367,0.000006
0,5.393979,-6.388379,4.474964,0.000000
0,2.921262,3.387290,-4.362934,0.005519
0,2.316260,-5.936580,-3.168396,0.000000
0,2.929078,8.406342,-0.988672,0.039089
0,1.462988,-5.586901,-7.239373,0.000000
0,-3.934453,-6.383880,3.469282,0.000000
0,-7.533921,-8.799460,-2.010971,0.000000
0,-7.042848,8.563242,3.038205,0.000008
0,-1.122234,4.842786,-6.548529,0.001215
0,-3.422718,5.437564,-9.717355,0.000001
0,-8.926772,1.567032,-3.474382,0.000000
0,1.016060,-1.210842,-7.863226,0.000000
0,2.083305,1.026884,-6.663290,0.000051
0,-3.896842,-0.849721,1.503023,0.000013
0,4.646630,3.805054,-5.078245,0.000894
0,9.284292,0.844359,-7.300381,0.000000
0,7.421408,7.642167,0.056144,0.000300
0,1.621560,8.432029,-4.077030,0.016836
0,-0.068063,-6.235071,-2.616401,0.000000
0,-8.294546,0.916075,-1.197490,0.000000
0,7.169836,-3.158061,-6.024076,0.000000
0,5.461993,8.364751,-8.002107,0.000006
0,7.087111,6.127525,6.818018,0.000001
0,9.506410,8.021446,-7.196675,0.000000
0,5.283988,-4.200652,-1.131678,0.000000
0,-5.297998,3.985565,-7.716682,0.000002
0,-5.583510,-0.270306,-0.359377,0.000007
0,-7.523472,-6.315107,-4.184630,0.000000
0,-2.479310,-8.323521,5.087108,0.000000
0,7.480084,-2.264089,-0.499804,0.000000
0,-5.476189,3.092664,9.390808,0.000000
0,7.522688,-9.118886,-1.618913,0.000000
0,-6.041337,-6.119093,5.972829,0.000000
0,11.892542,2.552931,8.700426,0.000000
0,9.154588,5.468953,-8.406859,0.000000
0,-6.773752,-1.234011,-8.919182,0.000000
0,2.060822,-5.074295,7.636536,0.000000
0,7.752719,-3.812983,8.128562,0.000000
0,7.365404,-2.823462,4.871172,0.000000
0,5.606325,-6.133292,-3.818490,0.000000
0,-5.349190,8.103371,-8.461848,0.000001
0,6.244107,2.836093,4.988780,0.000011
0,-3.591574,-1.613469,5.838385,0.000000
0,-6.475514,-1.352607,-10.557842,0.000000
0,8.886144,7.156292,-2.939475,0.000013
0,11.827447,-3.383540,-5.621981,0.000000
0,-8.202864,6.557782,-1.736828,0.000008
0,-5.958664,9.679120,6.248761,0.000000
0,-6.056622,6.842603,-3.192358,0.000262
0,5.152991,-3.052485,0.840206,0.000000
0,2.798924,3.470374,0.352669,0.027603
0,-7.770206,8.948414,8.018178,0.000000
0,4.135443,4.644840,10.839766,0.000000
0,6.590507,-5.543045,1.046472,0.000000
0,-0.926862,6.895050,-8.201234,0.000099
0,1.972218,-6.219060,1.479156,0.000000
0,0.407707,-6.891982,-2.869981,0.000000
0,-3.192329,-3.224023,2.627742,0.000000
0,-8.306284,-4.181873,2.511614,0.000000
0,-1.309314,-3.499473,-4.049131,0.000000
0,-2.312612,-7.657459,7.141918,0.000000
0,-5.418911,-7.664052,-8.721980,0.000000
0,-1.974955,2.432175,-6.492685,0.000182
0,-5.880229,-3.420379,1.569031,0.000000
0,-6.904479,9.054582,-2.716735,0.000028
0,0.686662,-3.969745,1.669372,0.000000
0,-7.977545,7.507892,7.905603,0.000000
0,-3.640728,2.239160,3.401032,0.000266
0,-1.984503,4.165024,-6.346434,0.000771
0,4.496078,-11.153252,-8.899825,0.000000
0,5.544404,-6.659903,-3.288894,0.000000
0,-3.222892,-1.900564,2.677905,0.000002
0,-7.494192,4.942171,4.444564,0.000001
0,-2.651755,-4.774131,5.980198,0.000000
0,-1.900452,-5.889354,-6.585282,0.000000
0,8.748522,-4.373087,1.039293,0.000000
0,-1.518368,-4.332574,-10.957847,0.000000
0,-6.615749,3.320913,8.925067,0.000000
0,0.628621,-8.625351,3.128280,0.000000
0,6.917424,7.021814,-1.005727,0.000887
0,-5.628985,-2.798228,9.473957,0.000000
0,-7.226834,7.355742,-2.982023,0.000032
0,1.418237,0.044884,5.727318,0.000007
0,5.407351,4.610017,-5.486180,0.000359
0,-7.282844,-7.796108,9.275331,0.000000
0,11.140086,1.196905,7.467470,0.000000
0,-6.188150,-0.494481,5.090486,0.000000
0,-6.120537,0.490661,-1.587145,0.000009
0,1.084307,4.515624,-5.292248,0.007640
0,-1.834183,4.133214,-5.203460,0.003505
0,-7.547929,-3.404817,6.713958,0.000000
0,7.116179,0.658355,4.576198,0.000000
0,5.895951,-8.027961,8.112533,0.000000
0,-5.431447,-8.215546,-3.057667,0.000000
0,-2.795241,-1.066566,-1.499740,0.000047
0,10.737581,8.639670,-2.723407,0.000000
0,-3.791582,3.234565,5.842975,0.000020
0,-2.314180,3.634177,-8.257415,0.000020
0,-3.445548,-2.942242,-7.557040,0.000000
0,8.162987,-7.297739,-9.873291,0.000000
0,7.845053,0.079113,10.887469,0.000000
0,7.241358,8.960807,-5.824293,0.000009
0,5.301172,-2.734372,8.362838,0.000000
0,10.581455,1.757551,7.257273,0.000000
0,-8.448088,-0.122431,-7.185183,0.000000
0,7.194558,-1.056369,2.737143,0.000000
0,-3.680624,3.083514,3.889276,0.000312
0,2.473925,-0.006039,-0.925237,0.000802
0,2.346619,-8.947222,0.944719,0.000000
0,2.483748,-6.194852,-3.479000,0.000000
0,-2.150883,6.311235,-8.719033,0.000020
0,8.035035,-0.118083,1.993650,0.000000
0,-0.005863,-6.921729,9.244527,0.000000
0,-4.794332,1.674511,-8.446105,0.000000
0,7.310426,2.266756,11.154967,0.000000
0,-2.571733,9.216384,6.796477,0.000011
0,-4.445796,-5.512900,-4.997626,0.000000
0,6.929185,-6.516176,0.454765,0.000000
0,-0.674264,-4.340999,-3.517507,0.000000
0,-5.004085,-9.733215,-0.487022,0.000000
0,10.446792,-6.946534,-5.437501,0.000000
0,4.614260,7.774131,8.157302,0.000001
0,-1.217332,9.723188,9.512170,0.000000
0,-3.639027,-1.798377,9.424935,0.000000
0,7.260197,3.030021,6.102795,0.000000
0,-8.809665,8.025219,-0.003656,0.000001
0,-7.062603,7.082501,2.981073,0.000015
0,-7.831921,7.345642,3.820446,0.000001
0,0.091725,-5.942974,0.351320,0.000000
0,-0.835146,3.042417,-4.436236,0.006131
0,7.145157,9.575574,-9.241020,0.000000
0,-5.710029,-4.984880,3.162925,0.000000
0,0.618742,-8.269772,0.043036,0.000000
0,-1.164029,2.981284,-2.393698,0.020027
0,-6.069137,2.859660,-4.180360,0.000034
0,7.269124,-1.022923,3.686793,0.000000
0,-0.226944,4.885912,-1.114234,0.107998
0,-8.284946,3.251542,-1.357200,0.000003
0,-4.132974,5.683530,-8.097857,0.000010
0,-4.050066,-4.333527,-3.939722,0.000000
1,-0.832107,9.571802,1.192308,0.000188
1,-2.399579,7.864920,-1.493551,0.000015
1,-2.456072,10.548132,2.919389,0.000012
1,-0.417005,6.988025,1.236551,0.002777
1,-2.106619,8.522872,2.714385,0.000213
1,-1.274459,6.304072,-1.012201,0.000272
1,-2.798209,8.831234,2.396222,0.000056
1,-2.376793,9.557286,2.162205,0.000043
1,-0.937110,7.679994,0.492521,0.000686
1,-4.596436,8.641737,0.090419,0.000001
1,-2.784983,7.754593,2.571541,0.000152
1,-2.094619,9.229692,0.584915,0.000044
1,3.131733,3.632937,-4.042738,0.000049
1,1.665563,6.352411,-5.023789,0.000005
1,4.539075,11.022528,-5.907946,0.000000
1,1.043023,5.702738,-4.601409,0.000010
1,4.195227,6.161759,-5.731595,0.000001
1,5.745039,6.861870,-2.142024,0.000309
1,1.473088,6.528769,-3.381866,0.000084
1,1.170730,6.645797,-2.649038,0.000218
1,3.203054,4.164048,-3.556962,0.000130
1,8.218129,9.433332,1.759238,0.000100
1,6.028201,5.719481,-1.687327,0.000713
1,9.356923,7.222587,-0.241084,0.000042
1,-0.717701,11.457567,-0.992920,0.000002
1,6.738360,8.214052,-2.116832,0.000059
1,1.825183,9.884679,0.433590,0.000493
1,1.886991,10.502805,-0.093228,0.000145
1,3.206024,11.609842,-4.665600,0.000000
1,3.346802,11.594322,-1.590062,0.000007
1,4.256089,11.045460,-0.323048,0.000058
1,3.283207,9.535369,-0.355570,0.000515
1,2.333263,13.686516,0.557263,0.000001
1,6.202970,11.055705,-1.137096,0.000010
1,5.112871,8.527079,-5.614268,0.000000
1,5.554187,3.785241,-4.869599,0.000005
1,4.609103,5.596467,-4.261451,0.000028
1,1.854524,8.367741,-0.258204,0.001504
1,0.580754,11.076509,1.771775,0.000098
1,0.020709,8.080578,2.330614,0.002843
1,0.294352,9.992059,0.455802,0.000190
1,1.110981,10.337941,1.750985,0.000401
1,0.575485,9.866956,1.269042,0.000442
1,1.377388,11.544515,-0.258408,0.000020
1,0.362698,12.532033,1.655166,0.000006
1,2.213739,12.271457,1.919684,0.000028
1,1.450169,10.871668,3.059058,0.000287
1,3.662032,9.655476,0.216712,0.000701
1,0.669794,9.205958,-1.172616,0.000146
1,1.894240,11.940537,-0.139424,0.000014
1,0.339961,11.590263,1.069111,0.000026
1,0.015418,11.188753,0.916318,0.000036
1,0.307495,10.834807,1.286163,0.000096
1,0.350322,5.572532,-3.870516,0.000026
1,5.007872,6.947487,-5.503595,0.000001
1,2.622913,7.911510,-4.756065,0.000004
1,5.223970,9.074677,-2.175098,0.000067
1,2.315224,7.813605,-2.460137,0.000214
1,3.196231,9.948075,-4.106870,0.000002
1,1.935488,7.116344,-3.343278,0.000079
1,3.084391,7.946345,-2.068682,0.000367
1,3.853881,10.412576,-5.739248,0.000000
1,3.778589,8.352364,-3.746849,0.000019
1,1.714905,6.689038,-1.851749,0.000816
1,6.081420,8.080973,-3.350840,0.000018
1,4.887396,11.368437,-6.625018,0.000000
1,2.176562,7.586826,-4.218366,0.000013
1,3.780002,8.862736,-1.947763,0.000180
1,5.033157,9.680023,-2.724438,0.000017
1,6.301827,10.134587,-3.142861,0.000002
1,1.662927,9.807789,-3.380885,0.000006
1,4.070140,8.142381,-1.770092,0.000422
1,5.377378,9.851621,-2.422512,0.000018
1,-1.359748,6.014234,-5.619805,0.000000
1,-1.363655,8.987031,-2.593158,0.000005
1,-1.606479,7.003639,-2.884847,0.000012
1,3.363755,11.553549,-3.804981,0.000000
1,2.851240,9.044589,-4.315704,0.000003
1,-0.962268,3.507392,-3.785709,0.000008
1,0.053148,3.700041,-1.190214,0.000935
1,1.323031,1.981931,-2.471995,0.000179
1,-0.639239,2.329396,-2.804803,0.000033
1,2.413630,0.712157,-2.101559,0.000147
1,-0.485121,1.148576,-1.298688,0.000117
1,0.084880,4.791015,0.047571,0.003619
1,-0.996522,2.687908,0.818617,0.001343
1,1.995588,2.676731,1.505325,0.014768
1,3.044979,6.775246,-0.963043,0.002929
1,1.707939,4.027581,-0.164408,0.007310
1,2.485553,4.552080,-0.647002,0.006233
1,0.365646,3.934419,0.713314,0.006621
1,3.413678,3.943576,-0.530497,0.006878
1,2.573572,2.363788,-2.244081,0.000472
1,-1.497411,3.403110,-1.868731,0.000082
1,2.126562,2.968738,-2.185573,0.000637
1,2.338752,5.520802,0.612681,0.015907
1,0.824690,4.104982,-2.153797,0.000533
1,5.190748,4.355224,-4.808775,0.000008
